word,vector
"аргун
",[ 1. 18.  4. 21. 15.  0.]
"дымка
",[ 5. 29. 14. 12.  1.  0.]
"селям
",[19.  6. 13. 33. 14.  0.]
"сдашь
",[19.  5.  1. 26. 28.  0.]
"ксюхе
",[12. 19. 32. 23.  6.  0.]
"ошиба
",[16. 26. 10.  2.  1.  0.]
"хотел
",[23. 16. 20.  6. 13.  0.]
"земны
",[ 9.  6. 14. 15. 29.  0.]
"отсох
",[16. 20. 19. 16. 23.  0.]
"бурый
",[ 2. 21. 18. 29. 11.  0.]
"томам
",[20. 16. 14.  1. 14.  0.]
"дурны
",[ 5. 21. 18. 15. 29.  0.]
"башку
",[ 2.  1. 26. 12. 21.  0.]
"мафию
",[14.  1. 22. 10. 32.  0.]
"хитри
",[23. 10. 20. 18. 10.  0.]
"дёгти
",[ 5.  7.  4. 20. 10.  0.]
"упраз
",[21. 17. 18.  1.  9.  0.]
"броше
",[ 2. 18. 16. 26.  6.  0.]
"целой
",[24.  6. 13. 16. 11.  0.]
"рвачи
",[18.  3.  1. 25. 10.  0.]
"учреж
",[21. 25. 18.  6.  8.  0.]
"ехида
",[ 6. 23. 10.  5.  1.  0.]
"нашли
",[15.  1. 26. 13. 10.  0.]
"кроле
",[12. 18. 16. 13.  6.  0.]
"рощин
",[18. 16. 27. 10. 15.  0.]
"саржу
",[19.  1. 18.  8. 21.  0.]
"бэров
",[ 2. 31. 18. 16.  3.  0.]
"дайся
",[ 5.  1. 11. 19. 33.  0.]
"пнёте
",[17. 15.  7. 20.  6.  0.]
"перва
",[17.  6. 18.  3.  1.  0.]
"мрака
",[14. 18.  1. 12.  1.  0.]
"омеге
",[16. 14.  6.  4.  6.  0.]
"пушил
",[17. 21. 26. 10. 13.  0.]
"хмуре
",[23. 14. 21. 18.  6.  0.]
"харям
",[23.  1. 18. 33. 14.  0.]
"рунах
",[18. 21. 15.  1. 23.  0.]
"тотча
",[20. 16. 20. 25.  1.  0.]
"слазь
",[19. 13.  1.  9. 28.  0.]
"рубце
",[18. 21.  2. 24.  6.  0.]
"ровен
",[18. 16.  3.  6. 15.  0.]
"марью
",[14.  1. 18. 28. 32.  0.]
"шилья
",[26. 10. 13. 28. 33.  0.]
"карги
",[12.  1. 18.  4. 10.  0.]
"нишам
",[15. 10. 26.  1. 14.  0.]
"пажей
",[17.  1.  8.  6. 11.  0.]
"гербы
",[ 4.  6. 18.  2. 29.  0.]
"вязал
",[ 3. 33.  9.  1. 13.  0.]
"ущерб
",[21. 27.  6. 18.  2.  0.]
"жирей
",[ 8. 10. 18.  6. 11.  0.]
"тынке
",[20. 29. 15. 12.  6.  0.]
"рябят
",[18. 33.  2. 33. 20.  0.]
"сером
",[19.  6. 18. 16. 14.  0.]
"фетре
",[22.  6. 20. 18.  6.  0.]
"амиды
",[ 1. 14. 10.  5. 29.  0.]
"катаю
",[12.  1. 20.  1. 32.  0.]
"шкале
",[26. 12.  1. 13.  6.  0.]
"борме
",[ 2. 16. 18. 14.  6.  0.]
"миомы
",[14. 10. 16. 14. 29.  0.]
"юанях
",[32.  1. 15. 33. 23.  0.]
"дрючу
",[ 5. 18. 32. 25. 21.  0.]
"позже
",[17. 16.  9.  8.  6.  0.]
"гирло
",[ 4. 10. 18. 13. 16.  0.]
"сытую
",[19. 29. 20. 21. 32.  0.]
"утёса
",[21. 20.  7. 19.  1.  0.]
"дверя
",[ 5.  3.  6. 18. 33.  0.]
"пикаю
",[17. 10. 12.  1. 32.  0.]
"тосин
",[20. 16. 19. 10. 15.  0.]
"мелях
",[14.  6. 13. 33. 23.  0.]
"вброд
",[ 3.  2. 18. 16.  5.  0.]
"погуб
",[17. 16.  4. 21.  2.  0.]
"наяду
",[15.  1. 33.  5. 21.  0.]
"сыпят
",[19. 29. 17. 33. 20.  0.]
"вдвое
",[ 3.  5.  3. 16.  6.  0.]
"недав
",[15.  6.  5.  1.  3.  0.]
"лодка
",[13. 16.  5. 12.  1.  0.]
"жнецу
",[ 8. 15.  6. 24. 21.  0.]
"гневе
",[ 4. 15.  6.  3.  6.  0.]
"нраву
",[15. 18.  1.  3. 21.  0.]
"соток
",[19. 16. 20. 16. 12.  0.]
"влады
",[ 3. 13.  1.  5. 29.  0.]
"пядей
",[17. 33.  5.  6. 11.  0.]
"воняй
",[ 3. 16. 15. 33. 11.  0.]
"минув
",[14. 10. 15. 21.  3.  0.]
"липке
",[13. 10. 17. 12.  6.  0.]
"витки
",[ 3. 10. 20. 12. 10.  0.]
"цефей
",[24.  6. 22.  6. 11.  0.]
"клима
",[12. 13. 10. 14.  1.  0.]
"остяк
",[16. 19. 20. 33. 12.  0.]
"мнишь
",[14. 15. 10. 26. 28.  0.]
"обруб
",[16.  2. 18. 21.  2.  0.]
"съешь
",[19. 30.  6. 26. 28.  0.]
"хорив
",[23. 16. 18. 10.  3.  0.]
"любос
",[13. 32.  2. 16. 19.  0.]
"шпису
",[26. 17. 10. 19. 21.  0.]
"шамот
",[26.  1. 14. 16. 20.  0.]
"ткнув
",[20. 12. 15. 21.  3.  0.]
"чёрно
",[25.  7. 18. 15. 16.  0.]
"зубре
",[ 9. 21.  2. 18.  6.  0.]
"спрош
",[19. 17. 18. 16. 26.  0.]
"дожду
",[ 5. 16.  8.  5. 21.  0.]
"битюг
",[ 2. 10. 20. 32.  4.  0.]
"очаге
",[16. 25.  1.  4.  6.  0.]
"ранит
",[18.  1. 15. 10. 20.  0.]
"лакее
",[13.  1. 12.  6.  6.  0.]
"ярюсь
",[33. 18. 32. 19. 28.  0.]
"сенну
",[19.  6. 15. 15. 21.  0.]
"согды
",[19. 16.  4.  5. 29.  0.]
"дерёт
",[ 5.  6. 18.  7. 20.  0.]
"вояку
",[ 3. 16. 33. 12. 21.  0.]
"крепо
",[12. 18.  6. 17. 16.  0.]
"алкаш
",[ 1. 13. 12.  1. 26.  0.]
"фонон
",[22. 16. 15. 16. 15.  0.]
"облач
",[16.  2. 13.  1. 25.  0.]
"улану
",[21. 13.  1. 15. 21.  0.]
"мафии
",[14.  1. 22. 10. 10.  0.]
"дурею
",[ 5. 21. 18.  6. 32.  0.]
"власу
",[ 3. 13.  1. 19. 21.  0.]
"возвы
",[ 3. 16.  9.  3. 29.  0.]
"мавры
",[14.  1.  3. 18. 29.  0.]
"жатку
",[ 8.  1. 20. 12. 21.  0.]
"лепке
",[13.  6. 17. 12.  6.  0.]
"льнут
",[13. 28. 15. 21. 20.  0.]
"спича
",[19. 17. 10. 25.  1.  0.]
"ватта
",[ 3.  1. 20. 20.  1.  0.]
"горча
",[ 4. 16. 18. 25.  1.  0.]
"краса
",[12. 18.  1. 19.  1.  0.]
"тоски
",[20. 16. 19. 12. 10.  0.]
"подсм
",[17. 16.  5. 19. 14.  0.]
"кнуту
",[12. 15. 21. 20. 21.  0.]
"вдову
",[ 3.  5. 16.  3. 21.  0.]
"звёзд
",[9. 3. 7. 9. 5. 0.]
"опоён
",[16. 17. 16.  7. 15.  0.]
"божбу
",[ 2. 16.  8.  2. 21.  0.]
"звони
",[ 9.  3. 16. 15. 10.  0.]
"объяс
",[16.  2. 30. 33. 19.  0.]
"скорм
",[19. 12. 16. 18. 14.  0.]
"фауны
",[22.  1. 21. 15. 29.  0.]
"сулою
",[19. 21. 13. 16. 32.  0.]
"отжил
",[16. 20.  8. 10. 13.  0.]
"часик
",[25.  1. 19. 10. 12.  0.]
"набле
",[15.  1.  2. 13.  6.  0.]
"ходом
",[23. 16.  5. 16. 14.  0.]
"пилил
",[17. 10. 13. 10. 13.  0.]
"осечь
",[16. 19.  6. 25. 28.  0.]
"трефы
",[20. 18.  6. 22. 29.  0.]
"пахли
",[17.  1. 23. 13. 10.  0.]
"мерку
",[14.  6. 18. 12. 21.  0.]
"ферма
",[22.  6. 18. 14.  1.  0.]
"кругу
",[12. 18. 21.  4. 21.  0.]
"встав
",[ 3. 19. 20.  1.  3.  0.]
"введи
",[ 3.  3.  6.  5. 10.  0.]
"выдуй
",[ 3. 29.  5. 21. 11.  0.]
"унтом
",[21. 15. 20. 16. 14.  0.]
"гадил
",[ 4.  1.  5. 10. 13.  0.]
"птенц
",[17. 20.  6. 15. 24.  0.]
"клейм
",[12. 13.  6. 11. 14.  0.]
"ахнув
",[ 1. 23. 15. 21.  3.  0.]
"каску
",[12.  1. 19. 12. 21.  0.]
"повял
",[17. 16.  3. 33. 13.  0.]
"южнее
",[32.  8. 15.  6.  6.  0.]
"самих
",[19.  1. 14. 10. 23.  0.]
"гольд
",[ 4. 16. 13. 28.  5.  0.]
"домры
",[ 5. 16. 14. 18. 29.  0.]
"слова
",[19. 13. 16.  3.  1.  0.]
"изред
",[10.  9. 18.  6.  5.  0.]
"мешаю
",[14.  6. 26.  1. 32.  0.]
"стоке
",[19. 20. 16. 12.  6.  0.]
"мехах
",[14.  6. 23.  1. 23.  0.]
"моста
",[14. 16. 19. 20.  1.  0.]
"везет
",[ 3.  6.  9.  6. 20.  0.]
"уткан
",[21. 20. 12.  1. 15.  0.]
"трате
",[20. 18.  1. 20.  6.  0.]
"пурку
",[17. 21. 18. 12. 21.  0.]
"сумах
",[19. 21. 14.  1. 23.  0.]
"кейфу
",[12.  6. 11. 22. 21.  0.]
"кубик
",[12. 21.  2. 10. 12.  0.]
"ордер
",[16. 18.  5.  6. 18.  0.]
"мелор
",[14.  6. 13. 16. 18.  0.]
"эдему
",[31.  5.  6. 14. 21.  0.]
"пахла
",[17.  1. 23. 13.  1.  0.]
"штрек
",[26. 20. 18.  6. 12.  0.]
"олеге
",[16. 13.  6.  4.  6.  0.]
"стоим
",[19. 20. 16. 10. 14.  0.]
"южная
",[32.  8. 15.  1. 33.  0.]
"герин
",[ 4.  6. 18. 10. 15.  0.]
"обчёл
",[16.  2. 25.  7. 13.  0.]
"фанга
",[22.  1. 15.  4.  1.  0.]
"унион
",[21. 15. 10. 16. 15.  0.]
"эркел
",[31. 18. 12.  6. 13.  0.]
"иерею
",[10.  6. 18.  6. 32.  0.]
"малин
",[14.  1. 13. 10. 15.  0.]
"кличе
",[12. 13. 10. 25.  6.  0.]
"дрели
",[ 5. 18.  6. 13. 10.  0.]
"потру
",[17. 16. 20. 18. 21.  0.]
"прове
",[17. 18. 16.  3.  6.  0.]
"клыка
",[12. 13. 29. 12.  1.  0.]
"ножом
",[15. 16.  8. 16. 14.  0.]
"канта
",[12.  1. 15. 20.  1.  0.]
"рачья
",[18.  1. 25. 28. 33.  0.]
"мэрах
",[14. 31. 18.  1. 23.  0.]
"разок
",[18.  1.  9. 16. 12.  0.]
"куцым
",[12. 21. 24. 29. 14.  0.]
"везуч
",[ 3.  6.  9. 21. 25.  0.]
"зюйда
",[ 9. 32. 11.  5.  1.  0.]
"тагил
",[20.  1.  4. 10. 13.  0.]
"учесе
",[21. 25.  6. 19.  6.  0.]
"диеза
",[ 5. 10.  6.  9.  1.  0.]
"полай
",[17. 16. 13.  1. 11.  0.]
"заток
",[ 9.  1. 20. 16. 12.  0.]
"пахре
",[17.  1. 23. 18.  6.  0.]
"гобоя
",[ 4. 16.  2. 16. 33.  0.]
"магия
",[14.  1.  4. 10. 33.  0.]
"шишке
",[26. 10. 26. 12.  6.  0.]
"актер
",[ 1. 12. 20.  6. 18.  0.]
"патан
",[17.  1. 20.  1. 15.  0.]
"дуйте
",[ 5. 21. 11. 20.  6.  0.]
"брете
",[ 2. 18.  6. 20.  6.  0.]
"тещах
",[20.  6. 27.  1. 23.  0.]
"тютюн
",[20. 32. 20. 32. 15.  0.]
"люден
",[13. 32.  5.  6. 15.  0.]
"взмет
",[ 3.  9. 14.  6. 20.  0.]
"пядью
",[17. 33.  5. 28. 32.  0.]
"висту
",[ 3. 10. 19. 20. 21.  0.]
"гасит
",[ 4.  1. 19. 10. 20.  0.]
"почер
",[17. 16. 25.  6. 18.  0.]
"агама
",[ 1.  4.  1. 14.  1.  0.]
"дубай
",[ 5. 21.  2.  1. 11.  0.]
"лохам
",[13. 16. 23.  1. 14.  0.]
"брава
",[ 2. 18.  1.  3.  1.  0.]
"тонер
",[20. 16. 15.  6. 18.  0.]
"галей
",[ 4.  1. 13.  6. 11.  0.]
"дохла
",[ 5. 16. 23. 13.  1.  0.]
"толем
",[20. 16. 13.  6. 14.  0.]
"чужих
",[25. 21.  8. 10. 23.  0.]
"юнкор
",[32. 15. 12. 16. 18.  0.]
"смаке
",[19. 14.  1. 12.  6.  0.]
"упрут
",[21. 17. 18. 21. 20.  0.]
"кидаю
",[12. 10.  5.  1. 32.  0.]
"паста
",[17.  1. 19. 20.  1.  0.]
"месим
",[14.  6. 19. 10. 14.  0.]
"откаж
",[16. 20. 12.  1.  8.  0.]
"лешую
",[13.  6. 26. 21. 32.  0.]
"чужое
",[25. 21.  8. 16.  6.  0.]
"затра
",[ 9.  1. 20. 18.  1.  0.]
"стирк
",[19. 20. 10. 18. 12.  0.]
"мохом
",[14. 16. 23. 16. 14.  0.]
"флиге
",[22. 13. 10.  4.  6.  0.]
"женск
",[ 8.  6. 15. 19. 12.  0.]
"сбыли
",[19.  2. 29. 13. 10.  0.]
"солке
",[19. 16. 13. 12.  6.  0.]
"ловки
",[13. 16.  3. 12. 10.  0.]
"монба
",[14. 16. 15.  2.  1.  0.]
"горек
",[ 4. 16. 18.  6. 12.  0.]
"синил
",[19. 10. 15. 10. 13.  0.]
"висок
",[ 3. 10. 19. 16. 12.  0.]
"ямища
",[33. 14. 10. 27.  1.  0.]
"дрязг
",[ 5. 18. 33.  9.  4.  0.]
"мымру
",[14. 29. 14. 18. 21.  0.]
"гриме
",[ 4. 18. 10. 14.  6.  0.]
"хлева
",[23. 13.  6.  3.  1.  0.]
"акрам
",[ 1. 12. 18.  1. 14.  0.]
"лежки
",[13.  6.  8. 12. 10.  0.]
"сумёт
",[19. 21. 14.  7. 20.  0.]
"умалю
",[21. 14.  1. 13. 32.  0.]
"божие
",[ 2. 16.  8. 10.  6.  0.]
"прини
",[17. 18. 10. 15. 10.  0.]
"чётко
",[25.  7. 20. 12. 16.  0.]
"радон
",[18.  1.  5. 16. 15.  0.]
"низин
",[15. 10.  9. 10. 15.  0.]
"челну
",[25.  6. 13. 15. 21.  0.]
"увяли
",[21.  3. 33. 13. 10.  0.]
"врыли
",[ 3. 18. 29. 13. 10.  0.]
"олесе
",[16. 13.  6. 19.  6.  0.]
"ямищи
",[33. 14. 10. 27. 10.  0.]
"лепры
",[13.  6. 17. 18. 29.  0.]
"слету
",[19. 13.  6. 20. 21.  0.]
"помня
",[17. 16. 14. 15. 33.  0.]
"более
",[ 2. 16. 13.  6.  6.  0.]
"сашею
",[19.  1. 26.  6. 32.  0.]
"гниём
",[ 4. 15. 10.  7. 14.  0.]
"футов
",[22. 21. 20. 16.  3.  0.]
"набла
",[15.  1.  2. 13.  1.  0.]
"взбил
",[ 3.  9.  2. 10. 13.  0.]
"нашею
",[15.  1. 26.  6. 32.  0.]
"абебу
",[ 1.  2.  6.  2. 21.  0.]
"лузях
",[13. 21.  9. 33. 23.  0.]
"пулом
",[17. 21. 13. 16. 14.  0.]
"зернь
",[ 9.  6. 18. 15. 28.  0.]
"нилот
",[15. 10. 13. 16. 20.  0.]
"пруса
",[17. 18. 21. 19.  1.  0.]
"кусал
",[12. 21. 19.  1. 13.  0.]
"ячьих
",[33. 25. 28. 10. 23.  0.]
"гобою
",[ 4. 16.  2. 16. 32.  0.]
"тропы
",[20. 18. 16. 17. 29.  0.]
"пеших
",[17.  6. 26. 10. 23.  0.]
"хотят
",[23. 16. 20. 33. 20.  0.]
"арман
",[ 1. 18. 14.  1. 15.  0.]
"сарая
",[19.  1. 18.  1. 33.  0.]
"счету
",[19. 25.  6. 20. 21.  0.]
"ромин
",[18. 16. 14. 10. 15.  0.]
"мечут
",[14.  6. 25. 21. 20.  0.]
"надзо
",[15.  1.  5.  9. 16.  0.]
"смште
",[19. 14. 26. 20.  6.  0.]
"зонта
",[ 9. 16. 15. 20.  1.  0.]
"некою
",[15.  6. 12. 16. 32.  0.]
"сочне
",[19. 16. 25. 15.  6.  0.]
"взогр
",[ 3.  9. 16.  4. 18.  0.]
"лжива
",[13.  8. 10.  3.  1.  0.]
"гнись
",[ 4. 15. 10. 19. 28.  0.]
"умета
",[21. 14.  6. 20.  1.  0.]
"рюмка
",[18. 32. 14. 12.  1.  0.]
"нытьё
",[15. 29. 20. 28.  7.  0.]
"эпосу
",[31. 17. 16. 19. 21.  0.]
"разоч
",[18.  1.  9. 16. 25.  0.]
"лилию
",[13. 10. 13. 10. 32.  0.]
"овьют
",[16.  3. 28. 32. 20.  0.]
"обозо
",[16.  2. 16.  9. 16.  0.]
"смире
",[19. 14. 10. 18.  6.  0.]
"гноим
",[ 4. 15. 16. 10. 14.  0.]
"завис
",[ 9.  1.  3. 10. 19.  0.]
"каины
",[12.  1. 10. 15. 29.  0.]
"эдесь
",[31.  5.  6. 19. 28.  0.]
"вдуло
",[ 3.  5. 21. 13. 16.  0.]
"пушок
",[17. 21. 26. 16. 12.  0.]
"фения
",[22.  6. 15. 10. 33.  0.]
"асеев
",[ 1. 19.  6.  6.  3.  0.]
"уколе
",[21. 12. 16. 13.  6.  0.]
"битвы
",[ 2. 10. 20.  3. 29.  0.]
"ломаю
",[13. 16. 14.  1. 32.  0.]
"харчу
",[23.  1. 18. 25. 21.  0.]
"зарос
",[ 9.  1. 18. 16. 19.  0.]
"уморе
",[21. 14. 16. 18.  6.  0.]
"слабо
",[19. 13.  1.  2. 16.  0.]
"нарвы
",[15.  1. 18.  3. 29.  0.]
"удерж
",[21.  5.  6. 18.  8.  0.]
"унции
",[21. 15. 24. 10. 10.  0.]
"валке
",[ 3.  1. 13. 12.  6.  0.]
"викою
",[ 3. 10. 12. 16. 32.  0.]
"мигну
",[14. 10.  4. 15. 21.  0.]
"преем
",[17. 18.  6.  6. 14.  0.]
"супец
",[19. 21. 17.  6. 24.  0.]
"топну
",[20. 16. 17. 15. 21.  0.]
"хамим
",[23.  1. 14. 10. 14.  0.]
"маячь
",[14.  1. 33. 25. 28.  0.]
"пегих
",[17.  6.  4. 10. 23.  0.]
"рекой
",[18.  6. 12. 16. 11.  0.]
"чахну
",[25.  1. 23. 15. 21.  0.]
"враче
",[ 3. 18.  1. 25.  6.  0.]
"куцую
",[12. 21. 24. 21. 32.  0.]
"тыкай
",[20. 29. 12.  1. 11.  0.]
"шкодя
",[26. 12. 16.  5. 33.  0.]
"хохле
",[23. 16. 23. 13.  6.  0.]
"ловил
",[13. 16.  3. 10. 13.  0.]
"шутих
",[26. 21. 20. 10. 23.  0.]
"тучах
",[20. 21. 25.  1. 23.  0.]
"цехов
",[24.  6. 23. 16.  3.  0.]
"сугуб
",[19. 21.  4. 21.  2.  0.]
"мочен
",[14. 16. 25.  6. 15.  0.]
"трепа
",[20. 18.  6. 17.  1.  0.]
"тавро
",[20.  1.  3. 18. 16.  0.]
"лопат
",[13. 16. 17.  1. 20.  0.]
"пятых
",[17. 33. 20. 29. 23.  0.]
"расст
",[18.  1. 19. 19. 20.  0.]
"увиди
",[21.  3. 10.  5. 10.  0.]
"широк
",[26. 10. 18. 16. 12.  0.]
"домик
",[ 5. 16. 14. 10. 12.  0.]
"целят
",[24.  6. 13. 33. 20.  0.]
"пряди
",[17. 18. 33.  5. 10.  0.]
"лачуг
",[13.  1. 25. 21.  4.  0.]
"мывши
",[14. 29.  3. 26. 10.  0.]
"копти
",[12. 16. 17. 20. 10.  0.]
"порто
",[17. 16. 18. 20. 16.  0.]
"чумаз
",[25. 21. 14.  1.  9.  0.]
"мудра
",[14. 21.  5. 18.  1.  0.]
"люфте
",[13. 32. 22. 20.  6.  0.]
"рыжее
",[18. 29.  8.  6.  6.  0.]
"корит
",[12. 16. 18. 10. 20.  0.]
"бурою
",[ 2. 21. 18. 16. 32.  0.]
"гроше
",[ 4. 18. 16. 26.  6.  0.]
"повыш
",[17. 16.  3. 29. 26.  0.]
"брожу
",[ 2. 18. 16.  8. 21.  0.]
"мулов
",[14. 21. 13. 16.  3.  0.]
"опера
",[16. 17.  6. 18.  1.  0.]
"подви
",[17. 16.  5.  3. 10.  0.]
"ледве
",[13.  6.  5.  3.  6.  0.]
"мочка
",[14. 16. 25. 12.  1.  0.]
"литру
",[13. 10. 20. 18. 21.  0.]
"крысе
",[12. 18. 29. 19.  6.  0.]
"смалу
",[19. 14.  1. 13. 21.  0.]
"милые
",[14. 10. 13. 29.  6.  0.]
"ремня
",[18.  6. 14. 15. 33.  0.]
"желаю
",[ 8.  6. 13.  1. 32.  0.]
"полку
",[17. 16. 13. 12. 21.  0.]
"душем
",[ 5. 21. 26.  6. 14.  0.]
"общая
",[16.  2. 27.  1. 33.  0.]
"валям
",[ 3.  1. 13. 33. 14.  0.]
"забой
",[ 9.  1.  2. 16. 11.  0.]
"скифа
",[19. 12. 10. 22.  1.  0.]
"стуча
",[19. 20. 21. 25.  1.  0.]
"локти
",[13. 16. 12. 20. 10.  0.]
"реалы
",[18.  6.  1. 13. 29.  0.]
"девуш
",[ 5.  6.  3. 21. 26.  0.]
"озимь
",[16.  9. 10. 14. 28.  0.]
"людой
",[13. 32.  5. 16. 11.  0.]
"греты
",[ 4. 18.  6. 20. 29.  0.]
"генов
",[ 4.  6. 15. 16.  3.  0.]
"тепла
",[20.  6. 17. 13.  1.  0.]
"зябни
",[ 9. 33.  2. 15. 10.  0.]
"ольга
",[16. 13. 28.  4.  1.  0.]
"цапни
",[24.  1. 17. 15. 10.  0.]
"груши
",[ 4. 18. 21. 26. 10.  0.]
"сонно
",[19. 16. 15. 15. 16.  0.]
"крупе
",[12. 18. 21. 17.  6.  0.]
"сосцы
",[19. 16. 19. 24. 29.  0.]
"досуг
",[ 5. 16. 19. 21.  4.  0.]
"медеи
",[14.  6.  5.  6. 10.  0.]
"налип
",[15.  1. 13. 10. 17.  0.]
"волне
",[ 3. 16. 13. 15.  6.  0.]
"мопед
",[14. 16. 17.  6.  5.  0.]
"вещем
",[ 3.  6. 27.  6. 14.  0.]
"косом
",[12. 16. 19. 16. 14.  0.]
"акров
",[ 1. 12. 18. 16.  3.  0.]
"лярда
",[13. 33. 18.  5.  1.  0.]
"брало
",[ 2. 18.  1. 13. 16.  0.]
"абзац
",[ 1.  2.  9.  1. 24.  0.]
"евген
",[ 6.  3.  4.  6. 15.  0.]
"багер
",[ 2.  1.  4.  6. 18.  0.]
"флике
",[22. 13. 10. 12.  6.  0.]
"цисту
",[24. 10. 19. 20. 21.  0.]
"рынка
",[18. 29. 15. 12.  1.  0.]
"чётче
",[25.  7. 20. 25.  6.  0.]
"решим
",[18.  6. 26. 10. 14.  0.]
"хирел
",[23. 10. 18.  6. 13.  0.]
"гербу
",[ 4.  6. 18.  2. 21.  0.]
"свеем
",[19.  3.  6.  6. 14.  0.]
"живос
",[ 8. 10.  3. 16. 19.  0.]
"дайте
",[ 5.  1. 11. 20.  6.  0.]
"урода
",[21. 18. 16.  5.  1.  0.]
"лешам
",[13.  6. 26.  1. 14.  0.]
"впери
",[ 3. 17.  6. 18. 10.  0.]
"рахис
",[18.  1. 23. 10. 19.  0.]
"цыган
",[24. 29.  4.  1. 15.  0.]
"будит
",[ 2. 21.  5. 10. 20.  0.]
"обман
",[16.  2. 14.  1. 15.  0.]
"тягла
",[20. 33.  4. 13.  1.  0.]
"обвоз
",[16.  2.  3. 16.  9.  0.]
"нитам
",[15. 10. 20.  1. 14.  0.]
"сорто
",[19. 16. 18. 20. 16.  0.]
"вытья
",[ 3. 29. 20. 28. 33.  0.]
"акиму
",[ 1. 12. 10. 14. 21.  0.]
"высып
",[ 3. 29. 19. 29. 17.  0.]
"духам
",[ 5. 21. 23.  1. 14.  0.]
"ловит
",[13. 16.  3. 10. 20.  0.]
"озими
",[16.  9. 10. 14. 10.  0.]
"буден
",[ 2. 21.  5.  6. 15.  0.]
"омыть
",[16. 14. 29. 20. 28.  0.]
"марка
",[14.  1. 18. 12.  1.  0.]
"срамя
",[19. 18.  1. 14. 33.  0.]
"лобов
",[13. 16.  2. 16.  3.  0.]
"бутик
",[ 2. 21. 20. 10. 12.  0.]
"мамке
",[14.  1. 14. 12.  6.  0.]
"волам
",[ 3. 16. 13.  1. 14.  0.]
"явите
",[33.  3. 10. 20.  6.  0.]
"храпя
",[23. 18.  1. 17. 33.  0.]
"сивки
",[19. 10.  3. 12. 10.  0.]
"рощам
",[18. 16. 27.  1. 14.  0.]
"укало
",[21. 12.  1. 13. 16.  0.]
"очами
",[16. 25.  1. 14. 10.  0.]
"петру
",[17.  6. 20. 18. 21.  0.]
"божбе
",[ 2. 16.  8.  2.  6.  0.]
"нагим
",[15.  1.  4. 10. 14.  0.]
"обеих
",[16.  2.  6. 10. 23.  0.]
"девон
",[ 5.  6.  3. 16. 15.  0.]
"понёс
",[17. 16. 15.  7. 19.  0.]
"каски
",[12.  1. 19. 12. 10.  0.]
"лёшку
",[13.  7. 26. 12. 21.  0.]
"приля
",[17. 18. 10. 13. 33.  0.]
"скром
",[19. 12. 18. 16. 14.  0.]
"жидах
",[ 8. 10.  5.  1. 23.  0.]
"левев
",[13.  6.  3.  6.  3.  0.]
"пообе
",[17. 16. 16.  2.  6.  0.]
"марли
",[14.  1. 18. 13. 10.  0.]
"стыди
",[19. 20. 29.  5. 10.  0.]
"гимну
",[ 4. 10. 14. 15. 21.  0.]
"бился
",[ 2. 10. 13. 19. 33.  0.]
"лунка
",[13. 21. 15. 12.  1.  0.]
"насую
",[15.  1. 19. 21. 32.  0.]
"хрыча
",[23. 18. 29. 25.  1.  0.]
"крыша
",[12. 18. 29. 26.  1.  0.]
"нищим
",[15. 10. 27. 10. 14.  0.]
"бужах
",[ 2. 21.  8.  1. 23.  0.]
"тукан
",[20. 21. 12.  1. 15.  0.]
"указы
",[21. 12.  1.  9. 29.  0.]
"копью
",[12. 16. 17. 28. 32.  0.]
"ясная
",[33. 19. 15.  1. 33.  0.]
"наско
",[15.  1. 19. 12. 16.  0.]
"левке
",[13.  6.  3. 12.  6.  0.]
"мужчи
",[14. 21.  8. 25. 10.  0.]
"жаден
",[ 8.  1.  5.  6. 15.  0.]
"дюжую
",[ 5. 32.  8. 21. 32.  0.]
"дойки
",[ 5. 16. 11. 12. 10.  0.]
"рогом
",[18. 16.  4. 16. 14.  0.]
"пинен
",[17. 10. 15.  6. 15.  0.]
"какая
",[12.  1. 12.  1. 33.  0.]
"откол
",[16. 20. 12. 16. 13.  0.]
"велит
",[ 3.  6. 13. 10. 20.  0.]
"смяла
",[19. 14. 33. 13.  1.  0.]
"ранку
",[18.  1. 15. 12. 21.  0.]
"венцу
",[ 3.  6. 15. 24. 21.  0.]
"битве
",[ 2. 10. 20.  3.  6.  0.]
"стоки
",[19. 20. 16. 12. 10.  0.]
"фураж
",[22. 21. 18.  1.  8.  0.]
"плесу
",[17. 13.  6. 19. 21.  0.]
"солод
",[19. 16. 13. 16.  5.  0.]
"егоре
",[ 6.  4. 16. 18.  6.  0.]
"сагам
",[19.  1.  4.  1. 14.  0.]
"волах
",[ 3. 16. 13.  1. 23.  0.]
"пегой
",[17.  6.  4. 16. 11.  0.]
"брось
",[ 2. 18. 16. 19. 28.  0.]
"пьесе
",[17. 28.  6. 19.  6.  0.]
"улажу
",[21. 13.  1.  8. 21.  0.]
"скарн
",[19. 12.  1. 18. 15.  0.]
"испил
",[10. 19. 17. 10. 13.  0.]
"бедно
",[ 2.  6.  5. 15. 16.  0.]
"озона
",[16.  9. 16. 15.  1.  0.]
"покор
",[17. 16. 12. 16. 18.  0.]
"шарля
",[26.  1. 18. 13. 33.  0.]
"кофру
",[12. 16. 22. 18. 21.  0.]
"сийес
",[19. 10. 11.  6. 19.  0.]
"обузы
",[16.  2. 21.  9. 29.  0.]
"итоги
",[10. 20. 16.  4. 10.  0.]
