word,vector
"аорты
",[ 1. 16. 18. 20. 29.  0.]
"трёпе
",[20. 18.  7. 17.  6.  0.]
"аэроб
",[ 1. 31. 18. 16.  2.  0.]
"стеля
",[19. 20.  6. 13. 33.  0.]
"вящим
",[ 3. 33. 27. 10. 14.  0.]
"вербе
",[ 3.  6. 18.  2.  6.  0.]
"гольф
",[ 4. 16. 13. 28. 22.  0.]
"жирел
",[ 8. 10. 18.  6. 13.  0.]
"тагал
",[20.  1.  4.  1. 13.  0.]
"вякну
",[ 3. 33. 12. 15. 21.  0.]
"ушлёт
",[21. 26. 13.  7. 20.  0.]
"кирха
",[12. 10. 18. 23.  1.  0.]
"хищны
",[23. 10. 27. 15. 29.  0.]
"дожда
",[ 5. 16.  8.  5.  1.  0.]
"садке
",[19.  1.  5. 12.  6.  0.]
"пнёшь
",[17. 15.  7. 26. 28.  0.]
"грипы
",[ 4. 18. 10. 17. 29.  0.]
"брань
",[ 2. 18.  1. 15. 28.  0.]
"сдают
",[19.  5.  1. 32. 20.  0.]
"резит
",[18.  6.  9. 10. 20.  0.]
"целее
",[24.  6. 13.  6.  6.  0.]
"сапог
",[19.  1. 17. 16.  4.  0.]
"улары
",[21. 13.  1. 18. 29.  0.]
"севом
",[19.  6.  3. 16. 14.  0.]
"рвись
",[18.  3. 10. 19. 28.  0.]
"эфеса
",[31. 22.  6. 19.  1.  0.]
"облую
",[16.  2. 13. 21. 32.  0.]
"стазе
",[19. 20.  1.  9.  6.  0.]
"веяло
",[ 3.  6. 33. 13. 16.  0.]
"свита
",[19.  3. 10. 20.  1.  0.]
"тюкаю
",[20. 32. 12.  1. 32.  0.]
"черен
",[25.  6. 18.  6. 15.  0.]
"исаев
",[10. 19.  1.  6.  3.  0.]
"пасуй
",[17.  1. 19. 21. 11.  0.]
"объел
",[16.  2. 30.  6. 13.  0.]
"выдра
",[ 3. 29.  5. 18.  1.  0.]
"оплюй
",[16. 17. 13. 32. 11.  0.]
"ценой
",[24.  6. 15. 16. 11.  0.]
"гирей
",[ 4. 10. 18.  6. 11.  0.]
"зевов
",[ 9.  6.  3. 16.  3.  0.]
"рация
",[18.  1. 24. 10. 33.  0.]
"селит
",[19.  6. 13. 10. 20.  0.]
"каппа
",[12.  1. 17. 17.  1.  0.]
"вязни
",[ 3. 33.  9. 15. 10.  0.]
"юнгам
",[32. 15.  4.  1. 14.  0.]
"входу
",[ 3. 23. 16.  5. 21.  0.]
"ссуду
",[19. 19. 21.  5. 21.  0.]
"купчу
",[12. 21. 17. 25. 21.  0.]
"хинон
",[23. 10. 15. 16. 15.  0.]
"дубна
",[ 5. 21.  2. 15.  1.  0.]
"нервн
",[15.  6. 18.  3. 15.  0.]
"утрен
",[21. 20. 18.  6. 15.  0.]
"агнце
",[ 1.  4. 15. 24.  6.  0.]
"улёте
",[21. 13.  7. 20.  6.  0.]
"эфтом
",[31. 22. 20. 16. 14.  0.]
"ровню
",[18. 16.  3. 15. 32.  0.]
"тралы
",[20. 18.  1. 13. 29.  0.]
"боитс
",[ 2. 16. 10. 20. 19.  0.]
"говор
",[ 4. 16.  3. 16. 18.  0.]
"узина
",[21.  9. 10. 15.  1.  0.]
"медны
",[14.  6.  5. 15. 29.  0.]
"гипюр
",[ 4. 10. 17. 32. 18.  0.]
"нравы
",[15. 18.  1.  3. 29.  0.]
"тожде
",[20. 16.  8.  5.  6.  0.]
"федей
",[22.  6.  5.  6. 11.  0.]
"щупик
",[27. 21. 17. 10. 12.  0.]
"ленск
",[13.  6. 15. 19. 12.  0.]
"туфле
",[20. 21. 22. 13.  6.  0.]
"обтян
",[16.  2. 20. 33. 15.  0.]
"сторы
",[19. 20. 16. 18. 29.  0.]
"гусёк
",[ 4. 21. 19.  7. 12.  0.]
"кнехт
",[12. 15.  6. 23. 20.  0.]
"посид
",[17. 16. 19. 10.  5.  0.]
"литую
",[13. 10. 20. 21. 32.  0.]
"камен
",[12.  1. 14.  6. 15.  0.]
"ганзе
",[ 4.  1. 15.  9.  6.  0.]
"блога
",[ 2. 13. 16.  4.  1.  0.]
"выжгу
",[ 3. 29.  8.  4. 21.  0.]
"услан
",[21. 19. 13.  1. 15.  0.]
"роюсь
",[18. 16. 32. 19. 28.  0.]
"лютее
",[13. 32. 20.  6.  6.  0.]
"отсос
",[16. 20. 19. 16. 19.  0.]
"тесня
",[20.  6. 19. 15. 33.  0.]
"резце
",[18.  6.  9. 24.  6.  0.]
"диану
",[ 5. 10.  1. 15. 21.  0.]
"туфах
",[20. 21. 22.  1. 23.  0.]
"вшили
",[ 3. 26. 10. 13. 10.  0.]
"ишачь
",[10. 26.  1. 25. 28.  0.]
"руслу
",[18. 21. 19. 13. 21.  0.]
"энные
",[31. 15. 15. 29.  6.  0.]
"щелям
",[27.  6. 13. 33. 14.  0.]
"уютом
",[21. 32. 20. 16. 14.  0.]
"ткали
",[20. 12.  1. 13. 10.  0.]
"навру
",[15.  1.  3. 18. 21.  0.]
"свыше
",[19.  3. 29. 26.  6.  0.]
"ковно
",[12. 16.  3. 15. 16.  0.]
"пивца
",[17. 10.  3. 24.  1.  0.]
"липец
",[13. 10. 17.  6. 24.  0.]
"лизин
",[13. 10.  9. 10. 15.  0.]
"шпицу
",[26. 17. 10. 24. 21.  0.]
"улещу
",[21. 13.  6. 27. 21.  0.]
"пинка
",[17. 10. 15. 12.  1.  0.]
"илюша
",[10. 13. 32. 26.  1.  0.]
"латан
",[13.  1. 20.  1. 15.  0.]
"рытом
",[18. 29. 20. 16. 14.  0.]
"пулов
",[17. 21. 13. 16.  3.  0.]
"увита
",[21.  3. 10. 20.  1.  0.]
"рацея
",[18.  1. 24.  6. 33.  0.]
"осман
",[16. 19. 14.  1. 15.  0.]
"очках
",[16. 25. 12.  1. 23.  0.]
"тафты
",[20.  1. 22. 20. 29.  0.]
"желев
",[ 8.  6. 13.  6.  3.  0.]
"неужт
",[15.  6. 21.  8. 20.  0.]
"хорёк
",[23. 16. 18.  7. 12.  0.]
"разъе
",[18.  1.  9. 30.  6.  0.]
"полна
",[17. 16. 13. 15.  1.  0.]
"ровня
",[18. 16.  3. 15. 33.  0.]
"колов
",[12. 16. 13. 16.  3.  0.]
"ликуя
",[13. 10. 12. 21. 33.  0.]
"жезлы
",[ 8.  6.  9. 13. 29.  0.]
"косил
",[12. 16. 19. 10. 13.  0.]
"кофию
",[12. 16. 22. 10. 32.  0.]
"шмелю
",[26. 14.  6. 13. 32.  0.]
"варим
",[ 3.  1. 18. 10. 14.  0.]
"очном
",[16. 25. 15. 16. 14.  0.]
"витай
",[ 3. 10. 20.  1. 11.  0.]
"легок
",[13.  6.  4. 16. 12.  0.]
"новые
",[15. 16.  3. 29.  6.  0.]
"ботев
",[ 2. 16. 20.  6.  3.  0.]
"жокее
",[ 8. 16. 12.  6.  6.  0.]
"чреве
",[25. 18.  6.  3.  6.  0.]
"нырка
",[15. 29. 18. 12.  1.  0.]
"полно
",[17. 16. 13. 15. 16.  0.]
"неожи
",[15.  6. 16.  8. 10.  0.]
"смеят
",[19. 14.  6. 33. 20.  0.]
"ткана
",[20. 12.  1. 15.  1.  0.]
"немаз
",[15.  6. 14.  1.  9.  0.]
"нежат
",[15.  6.  8.  1. 20.  0.]
"саням
",[19.  1. 15. 33. 14.  0.]
"сырье
",[19. 29. 18. 28.  6.  0.]
"чукча
",[25. 21. 12. 25.  1.  0.]
"дашею
",[ 5.  1. 26.  6. 32.  0.]
"вялым
",[ 3. 33. 13. 29. 14.  0.]
"люкам
",[13. 32. 12.  1. 14.  0.]
"лязге
",[13. 33.  9.  4.  6.  0.]
"дюжей
",[ 5. 32.  8.  6. 11.  0.]
"проса
",[17. 18. 16. 19.  1.  0.]
"лингв
",[13. 10. 15.  4.  3.  0.]
"бьефа
",[ 2. 28.  6. 22.  1.  0.]
"чудят
",[25. 21.  5. 33. 20.  0.]
"даров
",[ 5.  1. 18. 16.  3.  0.]
"щипки
",[27. 10. 17. 12. 10.  0.]
"паяца
",[17.  1. 33. 24.  1.  0.]
"верхе
",[ 3.  6. 18. 23.  6.  0.]
"гирек
",[ 4. 10. 18.  6. 12.  0.]
"изюмо
",[10.  9. 32. 14. 16.  0.]
"лущат
",[13. 21. 27.  1. 20.  0.]
"юноша
",[32. 15. 16. 26.  1.  0.]
"жался
",[ 8.  1. 13. 19. 33.  0.]
"люсею
",[13. 32. 19.  6. 32.  0.]
"мусса
",[14. 21. 19. 19.  1.  0.]
"екают
",[ 6. 12.  1. 32. 20.  0.]
"ногам
",[15. 16.  4.  1. 14.  0.]
"липла
",[13. 10. 17. 13.  1.  0.]
"гневи
",[ 4. 15.  6.  3. 10.  0.]
"шахты
",[26.  1. 23. 20. 29.  0.]
"лавра
",[13.  1.  3. 18.  1.  0.]
"тунга
",[20. 21. 15.  4.  1.  0.]
"житие
",[ 8. 10. 20. 10.  6.  0.]
"склон
",[19. 12. 13. 16. 15.  0.]
"фукал
",[22. 21. 12.  1. 13.  0.]
"долби
",[ 5. 16. 13.  2. 10.  0.]
"оптим
",[16. 17. 20. 10. 14.  0.]
"бреди
",[ 2. 18.  6.  5. 10.  0.]
"точна
",[20. 16. 25. 15.  1.  0.]
"сидры
",[19. 10.  5. 18. 29.  0.]
"халве
",[23.  1. 13.  3.  6.  0.]
"редак
",[18.  6.  5.  1. 12.  0.]
"стега
",[19. 20.  6.  4.  1.  0.]
"прусу
",[17. 18. 21. 19. 21.  0.]
"натру
",[15.  1. 20. 18. 21.  0.]
"тиной
",[20. 10. 15. 16. 11.  0.]
"врата
",[ 3. 18.  1. 20.  1.  0.]
"такою
",[20.  1. 12. 16. 32.  0.]
"томим
",[20. 16. 14. 10. 14.  0.]
"удило
",[21.  5. 10. 13. 16.  0.]
"голяк
",[ 4. 16. 13. 33. 12.  0.]
"донью
",[ 5. 16. 15. 28. 32.  0.]
"буксе
",[ 2. 21. 12. 19.  6.  0.]
"лирам
",[13. 10. 18.  1. 14.  0.]
"июлях
",[10. 32. 13. 33. 23.  0.]
"бурам
",[ 2. 21. 18.  1. 14.  0.]
"проке
",[17. 18. 16. 12.  6.  0.]
"мулам
",[14. 21. 13.  1. 14.  0.]
"варят
",[ 3.  1. 18. 33. 20.  0.]
"щипли
",[27. 10. 17. 13. 10.  0.]
"смочу
",[19. 14. 16. 25. 21.  0.]
"армюр
",[ 1. 18. 14. 32. 18.  0.]
"ручка
",[18. 21. 25. 12.  1.  0.]
"парня
",[17.  1. 18. 15. 33.  0.]
"комму
",[12. 16. 14. 14. 21.  0.]
"тяжам
",[20. 33.  8.  1. 14.  0.]
"любый
",[13. 32.  2. 29. 11.  0.]
"ушицы
",[21. 26. 10. 24. 29.  0.]
"щелей
",[27.  6. 13.  6. 11.  0.]
"надул
",[15.  1.  5. 21. 13.  0.]
"осаде
",[16. 19.  1.  5.  6.  0.]
"корпу
",[12. 16. 18. 17. 21.  0.]
"владе
",[ 3. 13.  1.  5.  6.  0.]
"остаф
",[16. 19. 20.  1. 22.  0.]
"тмину
",[20. 14. 10. 15. 21.  0.]
"шваба
",[26.  3.  1.  2.  1.  0.]
"иници
",[10. 15. 10. 24. 10.  0.]
"пенеч
",[17.  6. 15.  6. 25.  0.]
"слышь
",[19. 13. 29. 26. 28.  0.]
"новей
",[15. 16.  3.  6. 11.  0.]
"шурка
",[26. 21. 18. 12.  1.  0.]
"уязвл
",[21. 33.  9.  3. 13.  0.]
"аваль
",[ 1.  3.  1. 13. 28.  0.]
"отели
",[16. 20.  6. 13. 10.  0.]
"колун
",[12. 16. 13. 21. 15.  0.]
"упарь
",[21. 17.  1. 18. 28.  0.]
"цимол
",[24. 10. 14. 16. 13.  0.]
"овила
",[16.  3. 10. 13.  1.  0.]
"ленка
",[13.  6. 15. 12.  1.  0.]
"раною
",[18.  1. 15. 16. 32.  0.]
"арбуз
",[ 1. 18.  2. 21.  9.  0.]
"бреху
",[ 2. 18.  6. 23. 21.  0.]
"гудит
",[ 4. 21.  5. 10. 20.  0.]
"койки
",[12. 16. 11. 12. 10.  0.]
"усище
",[21. 19. 10. 27.  6.  0.]
"расах
",[18.  1. 19.  1. 23.  0.]
"катор
",[12.  1. 20. 16. 18.  0.]
"рэлея
",[18. 31. 13.  6. 33.  0.]
"дарию
",[ 5.  1. 18. 10. 32.  0.]
"болью
",[ 2. 16. 13. 28. 32.  0.]
"осерд
",[16. 19.  6. 18.  5.  0.]
"скуке
",[19. 12. 21. 12.  6.  0.]
"кладя
",[12. 13.  1.  5. 33.  0.]
"бугай
",[ 2. 21.  4.  1. 11.  0.]
"ионов
",[10. 16. 15. 16.  3.  0.]
"живят
",[ 8. 10.  3. 33. 20.  0.]
"скала
",[19. 12.  1. 13.  1.  0.]
"пачке
",[17.  1. 25. 12.  6.  0.]
"секли
",[19.  6. 12. 13. 10.  0.]
"банан
",[ 2.  1. 15.  1. 15.  0.]
"нотою
",[15. 16. 20. 16. 32.  0.]
"устим
",[21. 19. 20. 10. 14.  0.]
"внять
",[ 3. 15. 33. 20. 28.  0.]
"навет
",[15.  1.  3.  6. 20.  0.]
"горюй
",[ 4. 16. 18. 32. 11.  0.]
"полил
",[17. 16. 13. 10. 13.  0.]
"изюбр
",[10.  9. 32.  2. 18.  0.]
"перец
",[17.  6. 18.  6. 24.  0.]
"ихняя
",[10. 23. 15. 33. 33.  0.]
"зебры
",[ 9.  6.  2. 18. 29.  0.]
"отрем
",[16. 20. 18.  6. 14.  0.]
"бонну
",[ 2. 16. 15. 15. 21.  0.]
"ничью
",[15. 10. 25. 28. 32.  0.]
"чреде
",[25. 18.  6.  5.  6.  0.]
"гужик
",[ 4. 21.  8. 10. 12.  0.]
"ввожу
",[ 3.  3. 16.  8. 21.  0.]
"вытян
",[ 3. 29. 20. 33. 15.  0.]
"ракет
",[18.  1. 12.  6. 20.  0.]
"купон
",[12. 21. 17. 16. 15.  0.]
"радел
",[18.  1.  5.  6. 13.  0.]
"знать
",[ 9. 15.  1. 20. 28.  0.]
"дурна
",[ 5. 21. 18. 15.  1.  0.]
"ожгли
",[16.  8.  4. 13. 10.  0.]
"мяске
",[14. 33. 19. 12.  6.  0.]
"вящая
",[ 3. 33. 27.  1. 33.  0.]
"ртище
",[18. 20. 10. 27.  6.  0.]
"юаням
",[32.  1. 15. 33. 14.  0.]
"тимки
",[20. 10. 14. 12. 10.  0.]
"путчу
",[17. 21. 20. 25. 21.  0.]
"раним
",[18.  1. 15. 10. 14.  0.]
"сосун
",[19. 16. 19. 21. 15.  0.]
"точку
",[20. 16. 25. 12. 21.  0.]
"мотал
",[14. 16. 20.  1. 13.  0.]
"титек
",[20. 10. 20.  6. 12.  0.]
"танти
",[20.  1. 15. 20. 10.  0.]
"кофте
",[12. 16. 22. 20.  6.  0.]
"тлене
",[20. 13.  6. 15.  6.  0.]
"красу
",[12. 18.  1. 19. 21.  0.]
"мазал
",[14.  1.  9.  1. 13.  0.]
"чомги
",[25. 16. 14.  4. 10.  0.]
"влага
",[ 3. 13.  1.  4.  1.  0.]
"порки
",[17. 16. 18. 12. 10.  0.]
"сорву
",[19. 16. 18.  3. 21.  0.]
"кулём
",[12. 21. 13.  7. 14.  0.]
"лионе
",[13. 10. 16. 15.  6.  0.]
"джипы
",[ 5.  8. 10. 17. 29.  0.]
"фенин
",[22.  6. 15. 10. 15.  0.]
"плавт
",[17. 13.  1.  3. 20.  0.]
"лгуну
",[13.  4. 21. 15. 21.  0.]
"счаст
",[19. 25.  1. 19. 20.  0.]
"бугая
",[ 2. 21.  4.  1. 33.  0.]
"яйцах
",[33. 11. 24.  1. 23.  0.]
"спике
",[19. 17. 10. 12.  6.  0.]
"божку
",[ 2. 16.  8. 12. 21.  0.]
"игрою
",[10.  4. 18. 16. 32.  0.]
"мочке
",[14. 16. 25. 12.  6.  0.]
"виска
",[ 3. 10. 19. 12.  1.  0.]
"бонды
",[ 2. 16. 15.  5. 29.  0.]
"дымку
",[ 5. 29. 14. 12. 21.  0.]
"облит
",[16.  2. 13. 10. 20.  0.]
"затем
",[ 9.  1. 20.  6. 14.  0.]
"драма
",[ 5. 18.  1. 14.  1.  0.]
"среза
",[19. 18.  6.  9.  1.  0.]
"овина
",[16.  3. 10. 15.  1.  0.]
"прене
",[17. 18.  6. 15.  6.  0.]
"тщету
",[20. 27.  6. 20. 21.  0.]
"сунжу
",[19. 21. 15.  8. 21.  0.]
"перен
",[17.  6. 18.  6. 15.  0.]
"мямли
",[14. 33. 14. 13. 10.  0.]
"речью
",[18.  6. 25. 28. 32.  0.]
"урежь
",[21. 18.  6.  8. 28.  0.]
"филия
",[22. 10. 13. 10. 33.  0.]
"ослиз
",[16. 19. 13. 10.  9.  0.]
"нумер
",[15. 21. 14.  6. 18.  0.]
"пнуло
",[17. 15. 21. 13. 16.  0.]
"поеди
",[17. 16.  6.  5. 10.  0.]
"высту
",[ 3. 29. 19. 20. 21.  0.]
"лидам
",[13. 10.  5.  1. 14.  0.]
"сырел
",[19. 29. 18.  6. 13.  0.]
"обдир
",[16.  2.  5. 10. 18.  0.]
"стано
",[19. 20.  1. 15. 16.  0.]
"ежиха
",[ 6.  8. 10. 23.  1.  0.]
"шпень
",[26. 17.  6. 15. 28.  0.]
"мысик
",[14. 29. 19. 10. 12.  0.]
"укосы
",[21. 12. 16. 19. 29.  0.]
"штаны
",[26. 20.  1. 15. 29.  0.]
"грабе
",[ 4. 18.  1.  2.  6.  0.]
"диску
",[ 5. 10. 19. 12. 21.  0.]
"биогр
",[ 2. 10. 16.  4. 18.  0.]
"забыв
",[ 9.  1.  2. 29.  3.  0.]
"замеч
",[ 9.  1. 14.  6. 25.  0.]
"висим
",[ 3. 10. 19. 10. 14.  0.]
"зыком
",[ 9. 29. 12. 16. 14.  0.]
"хруще
",[23. 18. 21. 27.  6.  0.]
"дамск
",[ 5.  1. 14. 19. 12.  0.]
"опалу
",[16. 17.  1. 13. 21.  0.]
"газон
",[ 4.  1.  9. 16. 15.  0.]
"хитон
",[23. 10. 20. 16. 15.  0.]
"ухнут
",[21. 23. 15. 21. 20.  0.]
"денди
",[ 5.  6. 15.  5. 10.  0.]
"хафиз
",[23.  1. 22. 10.  9.  0.]
"палиц
",[17.  1. 13. 10. 24.  0.]
"папин
",[17.  1. 17. 10. 15.  0.]
"выезд
",[ 3. 29.  6.  9.  5.  0.]
"гурда
",[ 4. 21. 18.  5.  1.  0.]
"копни
",[12. 16. 17. 15. 10.  0.]
"вслед
",[ 3. 19. 13.  6.  5.  0.]
"дышла
",[ 5. 29. 26. 13.  1.  0.]
"шнуры
",[26. 15. 21. 18. 29.  0.]
"репок
",[18.  6. 17. 16. 12.  0.]
"мытью
",[14. 29. 20. 28. 32.  0.]
"салун
",[19.  1. 13. 21. 15.  0.]
"отсел
",[16. 20. 19.  6. 13.  0.]
"мирку
",[14. 10. 18. 12. 21.  0.]
"чушке
",[25. 21. 26. 12.  6.  0.]
"трута
",[20. 18. 21. 20.  1.  0.]
"патле
",[17.  1. 20. 13.  6.  0.]
"гране
",[ 4. 18.  1. 15.  6.  0.]
"арлем
",[ 1. 18. 13.  6. 14.  0.]
"битла
",[ 2. 10. 20. 13.  1.  0.]
"умбру
",[21. 14.  2. 18. 21.  0.]
"тикаю
",[20. 10. 12.  1. 32.  0.]
"будку
",[ 2. 21.  5. 12. 21.  0.]
"глипт
",[ 4. 13. 10. 17. 20.  0.]
"ленте
",[13.  6. 15. 20.  6.  0.]
"фибры
",[22. 10.  2. 18. 29.  0.]
"ряден
",[18. 33.  5.  6. 15.  0.]
"штанг
",[26. 20.  1. 15.  4.  0.]
"савки
",[19.  1.  3. 12. 10.  0.]
"диолы
",[ 5. 10. 16. 13. 29.  0.]
"позах
",[17. 16.  9.  1. 23.  0.]
"отпра
",[16. 20. 17. 18.  1.  0.]
"спешу
",[19. 17.  6. 26. 21.  0.]
"катил
",[12.  1. 20. 10. 13.  0.]
"бонзы
",[ 2. 16. 15.  9. 29.  0.]
"охота
",[16. 23. 16. 20.  1.  0.]
"верно
",[ 3.  6. 18. 15. 16.  0.]
"мужич
",[14. 21.  8. 10. 25.  0.]
"увала
",[21.  3.  1. 13.  1.  0.]
"потея
",[17. 16. 20.  6. 33.  0.]
"писал
",[17. 10. 19.  1. 13.  0.]
"зрела
",[ 9. 18.  6. 13.  1.  0.]
"тылах
",[20. 29. 13.  1. 23.  0.]
"билет
",[ 2. 10. 13.  6. 20.  0.]
"кнуто
",[12. 15. 21. 20. 16.  0.]
"любви
",[13. 32.  2.  3. 10.  0.]
"пивал
",[17. 10.  3.  1. 13.  0.]
"скалу
",[19. 12.  1. 13. 21.  0.]
"леэть
",[13.  6. 31. 20. 28.  0.]
"ножей
",[15. 16.  8.  6. 11.  0.]
"деках
",[ 5.  6. 12.  1. 23.  0.]
"вымой
",[ 3. 29. 14. 16. 11.  0.]
"борца
",[ 2. 16. 18. 24.  1.  0.]
"чёлна
",[25.  7. 13. 15.  1.  0.]
"нотой
",[15. 16. 20. 16. 11.  0.]
"номом
",[15. 16. 14. 16. 14.  0.]
"ладят
",[13.  1.  5. 33. 20.  0.]
"лихач
",[13. 10. 23.  1. 25.  0.]
"своди
",[19.  3. 16.  5. 10.  0.]
"гонял
",[ 4. 16. 15. 33. 13.  0.]
"финтя
",[22. 10. 15. 20. 33.  0.]
"янами
",[33. 15.  1. 14. 10.  0.]
"вьючу
",[ 3. 28. 32. 25. 21.  0.]
"упали
",[21. 17.  1. 13. 10.  0.]
"воблу
",[ 3. 16.  2. 13. 21.  0.]
"утеха
",[21. 20.  6. 23.  1.  0.]
"удоду
",[21.  5. 16.  5. 21.  0.]
"тёлок
",[20.  7. 13. 16. 12.  0.]
"терли
",[20.  6. 18. 13. 10.  0.]
"дамка
",[ 5.  1. 14. 12.  1.  0.]
"ткачу
",[20. 12.  1. 25. 21.  0.]
"милее
",[14. 10. 13.  6.  6.  0.]
"итаки
",[10. 20.  1. 12. 10.  0.]
"аверс
",[ 1.  3.  6. 18. 19.  0.]
"будят
",[ 2. 21.  5. 33. 20.  0.]
"салка
",[19.  1. 13. 12.  1.  0.]
"имене
",[10. 14.  6. 15.  6.  0.]
"игрек
",[10.  4. 18.  6. 12.  0.]
"чипсы
",[25. 10. 17. 19. 29.  0.]
"юност
",[32. 15. 16. 19. 20.  0.]
"бормо
",[ 2. 16. 18. 14. 16.  0.]
"дылде
",[ 5. 29. 13.  5.  6.  0.]
"сопла
",[19. 16. 17. 13.  1.  0.]
"жгута
",[ 8.  4. 21. 20.  1.  0.]
"прими
",[17. 18. 10. 14. 10.  0.]
"опием
",[16. 17. 10.  6. 14.  0.]
"гулён
",[ 4. 21. 13.  7. 15.  0.]
"всеоб
",[ 3. 19.  6. 16.  2.  0.]
"шифре
",[26. 10. 22. 18.  6.  0.]
"армяк
",[ 1. 18. 14. 33. 12.  0.]
"детка
",[ 5.  6. 20. 12.  1.  0.]
"погни
",[17. 16.  4. 15. 10.  0.]
"тимку
",[20. 10. 14. 12. 21.  0.]
"терпл
",[20.  6. 18. 17. 13.  0.]
"обуза
",[16.  2. 21.  9.  1.  0.]
"нашем
",[15.  1. 26.  6. 14.  0.]
"волку
",[ 3. 16. 13. 12. 21.  0.]
"элита
",[31. 13. 10. 20.  1.  0.]
"йодлю
",[11. 16.  5. 13. 32.  0.]
"мосол
",[14. 16. 19. 16. 13.  0.]
"хулит
",[23. 21. 13. 10. 20.  0.]
"влачи
",[ 3. 13.  1. 25. 10.  0.]
"диеты
",[ 5. 10.  6. 20. 29.  0.]
"сваху
",[19.  3.  1. 23. 21.  0.]
"играх
",[10.  4. 18.  1. 23.  0.]
"рабоч
",[18.  1.  2. 16. 25.  0.]
"гаера
",[ 4.  1.  6. 18.  1.  0.]
"троей
",[20. 18. 16.  6. 11.  0.]
"шуман
",[26. 21. 14.  1. 15.  0.]
"дубят
",[ 5. 21.  2. 33. 20.  0.]
"сухих
",[19. 21. 23. 10. 23.  0.]
"уздой
",[21.  9.  5. 16. 11.  0.]
"октод
",[16. 12. 20. 16.  5.  0.]
"дихта
",[ 5. 10. 23. 20.  1.  0.]
"выксу
",[ 3. 29. 12. 19. 21.  0.]
"кингу
",[12. 10. 15.  4. 21.  0.]
"отъел
",[16. 20. 30.  6. 13.  0.]
"хафун
",[23.  1. 22. 21. 15.  0.]
"шалею
",[26.  1. 13.  6. 32.  0.]
"чешка
",[25.  6. 26. 12.  1.  0.]
"успех
",[21. 19. 17.  6. 23.  0.]
"штату
",[26. 20.  1. 20. 21.  0.]
"плуги
",[17. 13. 21.  4. 10.  0.]
"трети
",[20. 18.  6. 20. 10.  0.]
"зажму
",[ 9.  1.  8. 14. 21.  0.]
"сырьё
",[19. 29. 18. 28.  7.  0.]
"наума
",[15.  1. 21. 14.  1.  0.]
"пряли
",[17. 18. 33. 13. 10.  0.]
"гайне
",[ 4.  1. 11. 15.  6.  0.]
"кадык
",[12.  1.  5. 29. 12.  0.]
"опята
",[16. 17. 33. 20.  1.  0.]
"садим
",[19.  1.  5. 10. 14.  0.]
"ивано
",[10.  3.  1. 15. 16.  0.]
"нилом
",[15. 10. 13. 16. 14.  0.]
"фазой
",[22.  1.  9. 16. 11.  0.]
"ночки
",[15. 16. 25. 12. 10.  0.]
"обухи
",[16.  2. 21. 23. 10.  0.]
"пурок
",[17. 21. 18. 16. 12.  0.]
"попок
",[17. 16. 17. 16. 12.  0.]
"минеи
",[14. 10. 15.  6. 10.  0.]
"юному
",[32. 15. 16. 14. 21.  0.]
"ветлу
",[ 3.  6. 20. 13. 21.  0.]
"боксы
",[ 2. 16. 12. 19. 29.  0.]
"льстя
",[13. 28. 19. 20. 33.  0.]
"тётин
",[20.  7. 20. 10. 15.  0.]
"убоях
",[21.  2. 16. 33. 23.  0.]
"слепы
",[19. 13.  6. 17. 29.  0.]
"засею
",[ 9.  1. 19.  6. 32.  0.]
"штуфе
",[26. 20. 21. 22.  6.  0.]
"шихту
",[26. 10. 23. 20. 21.  0.]
"рампа
",[18.  1. 14. 17.  1.  0.]
"керна
",[12.  6. 18. 15.  1.  0.]
"жреце
",[ 8. 18.  6. 24.  6.  0.]
"очная
",[16. 25. 15.  1. 33.  0.]
"ямбом
",[33. 14.  2. 16. 14.  0.]
"мерси
",[14.  6. 18. 19. 10.  0.]
"бабке
",[ 2.  1.  2. 12.  6.  0.]
"затку
",[ 9.  1. 20. 12. 21.  0.]
"судия
",[19. 21.  5. 10. 33.  0.]
"нраве
",[15. 18.  1.  3.  6.  0.]
"желез
",[ 8.  6. 13.  6.  9.  0.]
"унтер
",[21. 15. 20.  6. 18.  0.]
"зилам
",[ 9. 10. 13.  1. 14.  0.]
"залью
",[ 9.  1. 13. 28. 32.  0.]
"сипло
",[19. 10. 17. 13. 16.  0.]
"какие
",[12.  1. 12. 10.  6.  0.]
"нрава
",[15. 18.  1.  3.  1.  0.]
"гибче
",[ 4. 10.  2. 25.  6.  0.]
"пущая
",[17. 21. 27.  1. 33.  0.]
"пишет
",[17. 10. 26.  6. 20.  0.]
"лапаю
",[13.  1. 17.  1. 32.  0.]
"верит
",[ 3.  6. 18. 10. 20.  0.]
"наяде
",[15.  1. 33.  5.  6.  0.]
"жирка
",[ 8. 10. 18. 12.  1.  0.]
"рытых
",[18. 29. 20. 29. 23.  0.]
"тайга
",[20.  1. 11.  4.  1.  0.]
"гриве
",[ 4. 18. 10.  3.  6.  0.]
"вояке
",[ 3. 16. 33. 12.  6.  0.]
"барсы
",[ 2.  1. 18. 19. 29.  0.]
"фарсе
",[22.  1. 18. 19.  6.  0.]
"васса
",[ 3.  1. 19. 19.  1.  0.]
"вояже
",[ 3. 16. 33.  8.  6.  0.]
"писак
",[17. 10. 19.  1. 12.  0.]
"осмии
",[16. 19. 14. 10. 10.  0.]
